60,38
60,37
6,7
56,35
55,35
61,36
72,17
60,37
72,17
57,35
72,17
6,7
61,36
60,38
72,17
3,7
60,37
57,35
60,38
61,36
72,17
60,37
2,5
61,36
33,17
6,46
33,17
58,38
58,37
32,13
57,35
61,36
72,17
47,3
58,38
2,5
32,13
58,37
72,17
32,13
6,46
33,17
33,17
47,3
58,38
58,37
3,7
61,36
72,17
32,13
72,17
57,35
58,38
58,37
72,17
3,7
32,13
58,38
58,40
61,36
47,3
58,37
57,35
7,45
32,13
58,38
58,40
72,17
57,35
7,5
47,3
58,38
7,46
58,37
3,7
58,40
58,38
7,45
58,37
21,16
19,8
58,40
58,38
61,36
7,5
7,46
3,7
72,17
58,38
21,16
7,45
58,38
61,36
7,5
57,35
3,7
58,37
58,38
57,35
7,45
21,16
21,16
7,45
58,37
7,5
21,16
72,17
48,3
57,35
7,46
58,38
9,42
61,36
58,37
3,7
50,51
21,16
58,40
73,17
60,38
7,46
58,37
57,35
58,38
59,40
21,16
57,36
7,46
58,37
7,5
58,38
73,17
59,40
7,46
72,17
72,17
21,16
50,51
33,17
7,5
59,41
33,17
58,37
33,17
58,38
57,35
73,17
58,40
59,41
26,36
3,7
58,38
73,17
7,5
21,16
33,17
21,16
59,41
26,36
61,35
33,17
33,17
58,38
7,46
58,38
59,40
59,40
26,35
59,37
51,3
7,45
51,51
73,17
33,17
33,17
51,51
73,17
33,17
51,51
21,16
21,16
73,17
50,51
73,17
7,45
3,7
21,16
73,17
21,16
7,45
72,17
51,51
72,17
52,51
73,17
8,50
7,45
21,16
21,16
8,50
49,51
8,6
73,17
21,16
8,50
39,17
33,17
71,17
10,42
73,17
21,16
8,50
73,17
52,51
44,10
72,17
7,5
33,17
8,50
21,16
8,50
21,16
33,17
33,17
33,17
73,25
62,9
39,17
33,17
8,50
73,25
71,17
8,50
44,44
33,17
21,16
73,25
73,25
11,42
71,17
8,50
72,17
73,25
8,6
7,5
21,16
73,25
14,49
20,27
33,17
21,16
75,25
65,39
7,5
71,17
44,44
14,49
73,25
71,17
14,49
71,17
73,25
8,50
20,27
21,16
73,25
8,6
8,5
33,17
21,16
14,49
21,32
65,39
11,42
73,25
62,9
4,15
14,50
21,32
65,39
21,32
44,44
7,5
21,32
20,27
71,17
75,25
11,42
71,25
33,17
14,50
20,27
71,17
7,5
62,9
73,25
14,49
33,17
71,25
33,17
14,49
65,39
73,25
33,17
44,44
71,25
14,49
4,15
62,9
33,17
73,25
67,47
71,17
14,49
21,32
14,49
73,25
20,27
40,31
33,17
8,6
21,32
44,44
71,25
14,49
12,43
73,25
62,9
71,17
20,27
71,25
20,27
71,25
14,49
34,17
4,15
33,17
67,47
71,25
22,32
14,7
71,25
40,31
22,32
14,49
33,25
33,25
33,25
22,32
27,1
73,25
33,25
62,9
73,25
62,9
75,25
21,32
67,48
74,25
20,27
21,32
73,25
14,49
73,25
22,32
34,25
73,25
21,32
14,49
27,1
71,25
21,32
71,25
45,10
34,25
14,7
73,26
14,49
71,25
40,31
33,25
4,15
34,25
71,26
12,43
16,5
14,49
73,25
33,25
22,32
73,25
75,25
14,49
62,9
71,26
14,7
22,32
12,42
1,7
62,9
14,49
13,5
71,25
14,45
67,48
71,26
75,25
45,44
40,31
21,32
14,49
4,15
71,25
14,7
62,9
74,25
71,25
66,50
71,25
14,6
14,49
14,45
34,25
45,10
67,48
71,25
14,7
62,9
73,25
14,49
68,23
12,42
30,53
66,50
14,45
14,49
73,26
33,17
71,25
34,25
12,43
68,23
14,49
67,47
14,6
14,7
62,9
71,26
23,27
73,25
53,25
71,25
14,49
14,5
4,15
22,32
53,25
66,50
73,26
30,53
34,17
21,32
67,48
73,26
68,23
45,10
14,49
14,6
53,17
27,1
71,26
22,32
27,1
66,50
73,17
75,26
22,32
42,30
73,26
22,21
22,32
71,26
68,22
23,27
22,21
30,53
73,26
14,5
42,30
71,17
12,43
53,17
47,52
66,50
75,26
67,48
14,6
73,17
24,20
34,17
68,22
71,26
14,49
33,17
71,17
14,49
22,32
71,26
36,17
22,21
14,5
22,32
36,17
71,26
66,50
24,20
67,48
71,25
12,42
68,23
71,25
4,15
68,22
14,6
68,23
71,17
66,50
22,21
33,17
71,26
17,43
71,26
22,21
71,17
68,22
66,50
68,23
71,26
24,20
42,30
33,17
71,26
23,27
71,25
68,22
33,17
75,26
66,50
70,33
53,25
68,23
53,17
24,20
71,26
14,5
17,43
46,12
22,21
42,31
24,20
71,26
43,4
71,26
66,50
71,26
21,32
22,32
70,33
17,42
71,26
66,50
24,20
45,44
71,25
34,17
22,32
24,20
42,30
16,6
22,21
71,26
22,32
66,50
75,26
71,26
71,17
70,33
23,27
71,26
46,11
5,14
34,17
22,21
53,25
53,17
66,50
71,26
22,32
71,25
34,17
42,31
70,33
68,23
22,32
24,20
22,32
22,21
71,26
71,25
24,20
66,50
22,32
75,26
67,48
23,27
71,25
71,17
71,26
22,32
34,17
71,25
5,14
71,26
22,21
71,25
16,6
66,50
66,50
71,25
17,42
15,45
23,27
71,26
53,25
71,25
71,25
42,30
71,26
22,21
71,17
67,48
68,22
22,21
34,17
71,26
71,26
45,10
70,33
70,34
53,17
53,25
24,20
71,17
70,34
66,50
42,30
71,26
41,31
71,26
29,4
71,26
24,20
22,21
66,50
17,43
71,25
22,32
34,17
22,21
46,11
22,32
36,17
36,17
71,26
53,25
53,17
42,30
66,50
71,17
70,33
75,26
22,21
67,48
42,31
38,18
17,43
71,26
71,25
46,11
66,50
22,32
24,20
71,26
71,26
24,20
5,14
71,26
71,25
75,26
42,30
17,42
22,21
42,31
71,26
22,21
71,26
34,17
16,6
71,25
66,50
71,17
71,26
46,12
71,26
67,48
22,21
71,25
22,21
66,50
25,32
42,31
71,26
71,25
71,17
29,4
38,18
71,26
46,11
71,26
34,17
22,21
69,33
42,30
17,42
24,20
71,25
71,26
22,21
63,50
71,25
71,26
68,24
71,25
30,53
42,31
71,26
75,26
53,25
53,17
53,25
22,32
71,26
22,21
24,19
42,31
71,17
22,32
63,50
69,34
22,21
71,26
46,11
71,25
31,29
22,21
24,19
42,30
71,28
22,21
24,19
69,34
71,26
22,32
24,19
71,25
63,50
22,21
22,32
22,21
71,26
22,21
42,30
71,26
30,53
34,28
22,21
71,28
28,2
71,28
75,26
22,21
71,26
71,28
24,20
71,25
67,47
24,20
46,11
71,26
63,50
22,21
31,29
22,32
24,20
75,26
71,26
71,25
22,21
53,25
71,25
29,4
22,32
22,21
71,28
16,6
75,26
63,50
34,28
71,25
22,21
24,20
71,25
71,26
71,28
68,24
25,32
22,32
71,28
22,21
35,25
63,50
22,21
24,19
35,25
71,25
16,6
71,26
42,30
22,21
71,25
37,53
71,26
68,22
34,28
71,17
69,33
71,25
22,21
71,17
24,19
22,21
75,26
24,19
69,33
42,30
69,34
63,50
69,34
71,28
18,4
64,47
42,30
71,25
24,20
54,25
22,21
34,28
18,43
24,20
42,30
71,28
71,26
47,52
28,2
24,20
71,25
24,20
22,21
75,26
24,20
34,17
